Date,Player,League,Stat,Line,Side,Implied_Win_%,FD_Odds,Result,Actual
2026-02-09,Ryan Rollins,NBA,Assists,5.0,Under,44.52,110,WIN,3
2026-02-09,Moussa Diabaté,NBA,Rebounds,9.0,Over,44.52,110,LOSS,6
2026-02-09,Jalen Suggs,NBA,Assists,6.0,Under,44.15,112,LOSS,10
2026-02-09,Jonas Valančiūnas,NBA,Rebounds,5.0,Over,43.65,114,DNP/Unknown,0
2026-02-09,Rui Hachimura,NBA,Rebounds,4.0,Over,43.65,114,DNP/Unknown,0
2026-02-09,Tobias Harris,NBA,Rebounds,5.0,Under,43.65,114,Push,5
2026-02-09,Day'Ron Sharpe,NBA,Rebounds,6.5,Over,43.65,114,WIN,7
2026-02-09,Zion Williamson,NBA,Assists,4.0,Under,43.65,114,LOSS,6
2026-02-09,Donovan Mitchell,NBA,Assists,5.0,Under,43.65,114,DNP/Unknown,0
2026-02-09,Desmond Bane,NBA,Assists,4.0,Under,43.65,114,WIN,1
2026-02-09,Julius Randle,NBA,Rebounds,7.0,Under,43.3,116,LOSS,12
2026-02-09,Jaden Ivey,NBA,Assists,4.0,Over,43.3,116,LOSS,3
2026-02-09,Julius Randle,NBA,Rebounds,7.5,Under,43.3,116,LOSS,12
2026-02-09,Dyson Daniels,NBA,Assists,6.0,Over,43.3,116,DNP/Unknown,0
2026-02-09,Collin Sexton,NBA,Assists,4.0,Over,43.3,116,LOSS,1
2026-02-09,VJ Edgecombe,NBA,Assists,4.0,Under,42.83,118,DNP/Unknown,0
2026-02-09,Matas Buzelis,NBA,Assists,3.0,Under,42.83,118,WIN,1
2026-02-09,Julius Randle,NBA,Assists,5.0,Over,42.83,118,WIN,10
2026-02-09,Tyrese Maxey,NBA,Rebounds,4.0,Under,42.15,122,DNP/Unknown,0
2026-02-09,Kelly Oubre,NBA,Rebounds,5.0,Over,42.15,122,DNP/Unknown,0
2026-02-09,Scotty Pippen,NBA,Assists,4.0,Under,41.17,126,DNP/Unknown,0
2026-02-09,Gary Payton,NBA,Rebounds,4.0,Over,40.95,128,DNP/Unknown,0
2026-02-09,Noah Clowney,NBA,Rebounds,4.0,Over,40.95,128,WIN,6
2026-02-09,Jrue Holiday,NBA,Rebounds,4.0,Under,40.95,128,DNP/Unknown,0
2026-02-09,Anthony Edwards,NBA,Assists,4.0,Over,40.23,132,WIN,6
2026-02-09,Trey Murphy,NBA,Assists,4.0,Over,39.93,134,WIN,7
2026-02-09,Donte DiVincenzo,NBA,Assists,4.0,Over,39.93,134,WIN,6
2026-02-09,Austin Reaves,NBA,Rebounds,4.0,Over,39.93,134,DNP/Unknown,0
