PLAYER_ID,NAME,TEAM,PTS,REB,AST,FG3M,BLK,STL,TOV,PRA,PR,PA,RA,SB,FGM,FTM,FTA
1629006,Josh Okogie,PHX,-0.1,1.4,0.5,0.0,0.2,0.5,0.3,1.4,1.2,0.4,1.9,0.6,-0.0,0.0,0.0
1642384,Isaiah Crawford,SAC,6.6,2.2,0.8,0.7,0.4,0.4,0.5,9.8,8.7,7.2,3.0,0.8,2.7,0.8,0.6
1630578,Alperen Sengun,HOU,20.3,9.9,6.1,0.6,0.9,1.1,2.6,35.9,30.8,27.0,15.5,2.0,8.4,3.7,5.1
203991,Clint Capela,ATL,-0.2,3.1,0.4,-0.0,0.4,0.2,0.3,3.2,3.1,-0.1,4.0,0.6,0.0,0.1,0.2
201145,Jeff Green,DEN,8.0,2.4,0.9,1.2,0.3,0.3,0.5,10.4,10.2,9.5,3.0,0.6,2.7,1.9,2.3
203078,Bradley Beal,WAS,13.9,2.7,3.2,1.8,0.4,0.8,1.4,18.7,15.6,17.6,5.9,1.4,5.3,1.9,2.7
202695,Kawhi Leonard,LAC,24.7,6.9,4.2,1.6,0.5,1.7,2.1,32.8,27.9,25.7,11.0,2.1,8.6,4.8,5.3
1642920,Kobe Sanders,LAC,0.7,2.0,2.0,0.0,0.2,0.4,0.8,3.9,2.4,2.4,3.5,0.5,0.2,0.2,0.3
1627884,Derrick Jones Jr.,CHI,7.8,3.6,1.5,0.8,0.7,0.9,1.0,13.2,11.3,9.4,5.1,1.6,2.9,1.0,1.2
203992,Bogdan Bogdanović,ATL,3.0,1.7,2.0,0.3,0.2,0.5,0.7,8.0,5.0,4.1,3.4,0.7,1.2,0.3,-0.0
1627739,Kris Dunn,UTA,10.8,3.5,4.7,1.4,0.3,1.4,1.9,20.5,15.0,15.1,8.0,1.6,4.6,1.1,0.8
1631097,Bennedict Mathurin,IND,8.2,4.2,3.0,0.3,0.2,0.7,1.8,15.2,11.9,10.3,6.6,0.9,3.0,1.7,1.8
1629636,Darius Garland,CLE,24.6,2.6,6.5,3.8,0.2,1.0,2.9,31.6,26.7,29.0,9.0,1.3,8.3,4.0,4.4
201572,Brook Lopez,MIL,11.5,4.9,1.5,1.9,1.5,0.7,1.1,19.5,17.4,13.5,6.1,2.3,4.4,1.4,1.1
1642353,Cam Christie,LAC,0.2,0.6,0.3,0.0,0.1,0.1,0.2,1.2,0.8,0.6,0.9,0.2,0.1,0.0,0.1
1631102,TyTy Washington Jr.,HOU,5.9,1.3,2.0,1.3,0.2,0.6,0.7,9.1,7.1,8.1,3.5,0.8,2.0,0.2,0.1
1642949,Yanic Konan Niederhäuser,LAC,5.2,4.4,0.8,0.1,0.7,0.4,0.9,10.2,9.2,6.2,5.3,1.2,2.1,0.9,1.9
